,Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
266,2022-03-01,H (Mar 2022),28.7,32.61,28.13,31.5,32.1241,3.5072,112316,199,104666
267,2022-03-02,H (Mar 2022),31.75,32.85,29.35,29.95,29.6145,-2.5096,92196,0,97084
268,2022-03-03,H (Mar 2022),29.92,30.9,28.8,29.75,29.9057,0.2912,80310,0,90986
269,2022-03-04,H (Mar 2022),29.75,33.2,29.7,31.9,31.5274,1.6217,106689,0,87715
270,2022-03-07,H (Mar 2022),32.85,34.94,31.4,34.71,34.8105,3.2831,93572,312,78322
271,2022-03-08,H (Mar 2022),34.8,36.5,32.04,34.15,33.9186,-0.8919,111610,723,64003
272,2022-03-09,H (Mar 2022),34.2,34.35,31.05,31.8,32.1193,-1.7993,68250,0,53501
273,2022-03-10,H (Mar 2022),31.8,33.43,30.15,30.25,30.4155,-1.7038,71382,0,46141
274,2022-03-11,H (Mar 2022),30.4,31.1,28.45,31.0,31.0024,0.5869,74322,0,33036
275,2022-03-14,H (Mar 2022),30.5,32.9,29.59,31.5,31.8036,0.8012,52728,100,25322
276,2022-03-15,H (Mar 2022),31.62,33.4,31.2,31.85,32.28,0.4764,3276,0,19833
277,2022-03-17,J (Apr 2022),27.3,28.1,26.68,27.49,27.1143,-0.4268,78920,0,130598
278,2022-03-18,J (Apr 2022),27.5,27.95,25.5,25.6,25.6406,-1.4737,74498,0,125594
279,2022-03-21,J (Apr 2022),25.7,26.45,24.78,25.4,25.482,-0.1586,74297,0,122255
280,2022-03-22,J (Apr 2022),25.4,25.95,24.7,24.9,24.9989,-0.4831,59401,0,121757
281,2022-03-23,J (Apr 2022),25.0,25.8,24.8,25.1,24.8925,-0.1064,74427,147,118612
282,2022-03-24,J (Apr 2022),25.15,25.2,24.05,24.25,24.2654,-0.6271,64302,0,119345
283,2022-03-25,J (Apr 2022),24.25,24.71,23.4,23.6,23.4552,-0.8102,74844,265,118054
284,2022-03-28,J (Apr 2022),23.55,24.8,22.9,22.95,22.9946,-0.4606,75086,0,115261
285,2022-03-29,J (Apr 2022),23.04,23.15,21.55,21.85,21.7532,-1.2414,76223,0,118255
286,2022-03-30,J (Apr 2022),21.85,22.85,21.54,21.99,22.07,0.3168,69188,0,117104
287,2022-03-31,J (Apr 2022),22.0,23.6,21.75,23.1,23.469,1.399,73859,0,110852
288,2022-04-01,J (Apr 2022),23.15,23.5,22.25,22.48,22.3324,-1.1366,71733,0,108390
289,2022-04-04,J (Apr 2022),22.5,22.6,20.9,21.1,20.9619,-1.3705,56661,0,105984
290,2022-04-05,J (Apr 2022),21.1,23.31,20.93,22.85,23.2559,2.294,77233,0,97099
291,2022-04-06,J (Apr 2022),22.8,25.6,22.75,24.05,23.7022,0.4463,97151,0,89662
292,2022-04-07,J (Apr 2022),24.0,24.45,22.64,23.1,22.9769,-0.7253,74201,0,81168
293,2022-04-08,J (Apr 2022),23.1,23.7,22.0,22.9,22.8475,-0.1294,60549,0,73147
294,2022-04-11,J (Apr 2022),22.75,24.86,22.66,24.73,24.7042,1.8567,74357,100,63293
295,2022-04-12,J (Apr 2022),24.75,25.55,23.3,24.9,25.0641,0.3599,78569,0,54074
296,2022-04-13,J (Apr 2022),24.9,25.0,22.5,22.88,22.6858,-2.3783,72753,0,48842
297,2022-04-14,J (Apr 2022),22.9,23.65,21.95,23.61,23.4211,0.7353,68021,670,40373
298,2022-04-18,J (Apr 2022),23.5,24.36,22.5,22.65,22.9518,-0.4693,48582,0,31641
299,2022-04-19,J (Apr 2022),22.65,23.15,20.7,21.6,21.1489,-1.8029,55558,0,19137
300,2022-04-20,J (Apr 2022),21.8,22.1,20.1,20.25,20.3,-0.8489,888,0,18599
301,2022-04-21,K (May 2022),22.95,25.18,22.46,24.9,24.6907,1.6988,113393,0,161221
302,2022-04-22,K (May 2022),24.79,28.55,24.45,28.25,27.9879,3.2972,159045,0,153727
303,2022-04-25,K (May 2022),28.05,29.65,27.03,27.09,27.2576,-0.7303,175024,0,140263
304,2022-04-26,K (May 2022),27.1,31.2,26.83,31.1,30.3018,3.0442,131356,0,137018
305,2022-04-27,K (May 2022),30.95,31.0,28.95,29.85,30.8249,0.5231,127707,336,132611
306,2022-04-28,K (May 2022),29.85,30.1,27.7,29.15,29.2407,-1.5842,115326,0,124067
307,2022-04-29,K (May 2022),29.5,31.8,28.6,31.3,31.6487,2.408,118529,0,127178
308,2022-05-02,K (May 2022),31.2,33.45,30.7,30.85,30.9477,-0.701,127654,0,118623
309,2022-05-03,K (May 2022),30.6,31.35,28.55,28.77,28.8864,-2.0613,107525,984,109068
310,2022-05-04,K (May 2022),28.8,28.95,25.6,26.05,25.762,-3.1244,113593,0,97961
311,2022-05-05,K (May 2022),26.05,32.1,25.95,30.95,31.3271,5.5651,144226,0,93655
312,2022-05-06,K (May 2022),31.05,33.88,30.5,30.8,30.8118,-0.5153,142527,0,90335
313,2022-05-09,K (May 2022),31.15,34.29,31.1,34.05,33.8168,3.005,106310,120,81054
314,2022-05-10,K (May 2022),34.05,34.9,31.64,32.5,32.254,-1.5628,87702,90,72143
315,2022-05-11,K (May 2022),32.35,33.75,30.4,31.6,32.1627,-0.0913,103956,54,57991
316,2022-05-12,K (May 2022),31.5,33.48,31.0,31.5,31.2544,-0.9083,90101,0,52549
317,2022-05-13,K (May 2022),31.6,31.6,28.75,29.0,28.8191,-2.4353,67155,54,41910
318,2022-05-16,K (May 2022),28.8,29.55,27.35,27.85,27.5856,-1.2335,59155,0,34155
319,2022-05-17,K (May 2022),27.6,27.75,25.75,26.45,26.5988,-0.9868,53271,598,22524
320,2022-05-18,K (May 2022),26.7,27.2,26.3,27.1,27.68,1.0812,1037,0,21668
321,2022-05-19,M (Jun 2022),31.55,32.95,29.07,29.15,29.286,-2.2335,150386,110,128906
322,2022-05-20,M (Jun 2022),29.15,31.7,28.05,29.5,29.4224,0.1364,125711,0,123105
323,2022-05-23,M (Jun 2022),29.35,29.95,28.5,28.85,29.0797,-0.3427,79115,0,120019
324,2022-05-24,M (Jun 2022),29.15,30.55,28.94,29.24,29.1855,0.1058,93976,0,114185
325,2022-05-25,M (Jun 2022),29.15,30.0,28.15,28.5,28.4859,-0.6996,71965,0,114654
326,2022-05-26,M (Jun 2022),28.5,28.65,27.75,28.21,28.0636,-0.4223,69409,0,111667
327,2022-05-27,M (Jun 2022),28.25,28.4,26.75,26.8,26.8678,-1.1958,69676,0,109444
328,2022-05-31,M (Jun 2022),26.7,28.25,26.2,26.42,26.4123,-0.4555,100399,0,98252
329,2022-06-01,M (Jun 2022),26.45,27.86,25.75,26.25,26.1937,-0.2186,90632,0,93019
330,2022-06-02,M (Jun 2022),26.3,26.55,25.1,25.6,25.6001,-0.5936,66387,0,89313
331,2022-06-03,M (Jun 2022),25.5,26.7,25.43,26.03,25.9627,0.3626,73232,0,85281
332,2022-06-06,M (Jun 2022),26.0,26.16,25.15,25.65,25.5854,-0.3773,61812,25,79175
333,2022-06-07,M (Jun 2022),25.6,26.45,24.64,24.85,24.6805,-0.9049,67154,35,72346
334,2022-06-08,M (Jun 2022),24.85,25.4,24.5,24.77,24.6993,0.0188,61986,0,63906
335,2022-06-09,M (Jun 2022),24.75,26.51,24.39,26.27,26.4245,1.7252,69182,0,56224
336,2022-06-10,M (Jun 2022),26.35,29.35,26.15,28.15,28.2892,1.8647,96287,100,49665
337,2022-06-13,M (Jun 2022),28.35,33.95,28.35,33.39,33.4687,5.1795,92345,0,36213
338,2022-06-14,M (Jun 2022),33.3,33.55,32.0,33.0,32.5815,-0.8872,62670,0,22758
339,2022-06-15,M (Jun 2022),32.9,33.1,32.2,32.25,31.0,-1.5815,1165,0,21901
340,2022-06-16,N (Jul 2022),29.7,32.75,29.15,32.05,31.9206,1.89,119926,0,139880
341,2022-06-17,N (Jul 2022),32.0,32.25,30.55,30.9,30.902,-1.0186,86139,0,126698
342,2022-06-21,N (Jul 2022),30.75,32.1,29.15,30.05,30.3228,-0.5792,98104,0,124030
343,2022-06-22,N (Jul 2022),30.1,31.4,28.9,29.15,29.0105,-1.3123,92960,0,119358
344,2022-06-23,N (Jul 2022),29.15,29.8,28.65,29.2,29.0073,-0.0032,77289,0,118057
345,2022-06-24,N (Jul 2022),29.1,29.2,28.0,28.35,28.4774,-0.5299,70533,0,115796
346,2022-06-27,N (Jul 2022),28.29,28.81,27.35,27.4,27.4118,-1.0656,71956,0,110641
347,2022-06-28,N (Jul 2022),27.45,28.6,26.87,28.49,28.3331,0.9213,72145,0,105908
348,2022-06-29,N (Jul 2022),28.55,29.15,28.0,28.08,28.3335,0.0004,59543,0,105890
349,2022-06-30,N (Jul 2022),28.1,29.95,28.0,28.83,28.5623,0.2288,90757,0,101775
350,2022-07-01,N (Jul 2022),28.8,29.65,27.55,27.8,27.689,-0.8733,83790,0,98419
351,2022-07-05,N (Jul 2022),27.8,29.75,27.5,27.85,27.7261,0.0371,93825,50,90482
352,2022-07-06,N (Jul 2022),27.82,28.4,26.95,27.27,27.1987,-0.5274,62358,0,87249
353,2022-07-07,N (Jul 2022),27.2,27.55,26.4,26.9,26.85,-0.3487,62972,0,83766
354,2022-07-08,N (Jul 2022),26.85,27.3,25.79,26.05,26.049,-0.801,76409,0,78666
355,2022-07-11,N (Jul 2022),26.0,27.27,26.0,27.1,27.186,1.137,62784,0,70998
356,2022-07-12,N (Jul 2022),27.1,27.86,26.32,27.4,27.3879,0.2019,62823,0,63760
357,2022-07-13,N (Jul 2022),27.4,28.8,26.5,27.26,26.8636,-0.5243,81834,0,55261
358,2022-07-14,N (Jul 2022),27.25,28.65,26.83,26.9,26.8663,0.0027,76371,0,49324
359,2022-07-15,N (Jul 2022),26.9,27.3,25.1,25.35,25.2066,-1.6597,62282,0,43201
360,2022-07-18,N (Jul 2022),25.2,26.13,24.77,25.6,25.7016,0.495,57566,0,36414
361,2022-07-19,N (Jul 2022),25.55,25.65,24.33,24.6,24.83,-0.8716,52461,0,26977
362,2022-07-20,N (Jul 2022),24.7,24.85,24.0,24.5,24.37,-0.46,1373,0,26745
363,2022-07-21,Q (Aug 2022),26.45,26.75,25.69,25.88,25.7437,-0.5247,75442,0,158001
364,2022-07-22,Q (Aug 2022),25.95,26.4,25.4,25.58,25.5044,-0.2393,85664,0,152305
365,2022-07-25,Q (Aug 2022),25.6,25.95,25.0,25.4,25.2141,-0.2903,76309,0,148938
366,2022-07-26,Q (Aug 2022),25.45,26.35,25.3,25.7,25.9513,0.7372,86202,0,142484
367,2022-07-27,Q (Aug 2022),25.7,25.71,24.45,25.0,25.0001,-0.9512,84921,0,140474
368,2022-07-28,Q (Aug 2022),25.05,25.15,23.45,23.49,23.667,-1.3331,96085,0,133452
369,2022-07-29,Q (Aug 2022),23.45,23.9,23.3,23.41,23.4158,-0.2512,82583,0,132201
370,2022-08-01,Q (Aug 2022),23.35,24.4,23.35,24.18,24.2144,0.7986,80566,0,125798
371,2022-08-02,Q (Aug 2022),24.2,25.25,23.65,24.63,24.6115,0.3971,98042,0,115902
372,2022-08-03,Q (Aug 2022),24.55,24.78,23.0,23.2,23.1634,-1.4481,75359,0,110630
373,2022-08-04,Q (Aug 2022),23.25,24.0,23.1,23.21,23.2001,0.0367,74030,0,106546
374,2022-08-05,Q (Aug 2022),23.2,24.0,22.35,22.6,22.4476,-0.7525,87123,0,100216
375,2022-08-08,Q (Aug 2022),22.55,23.15,21.85,22.65,22.6589,0.2113,81341,0,90710
376,2022-08-09,Q (Aug 2022),22.6,23.3,22.55,22.85,22.989,0.3301,70643,0,83487
377,2022-08-10,Q (Aug 2022),22.9,23.1,21.2,21.45,21.3507,-1.6383,92556,0,71280
378,2022-08-11,Q (Aug 2022),21.45,22.17,21.1,21.45,21.4995,0.1488,77421,0,61494
379,2022-08-12,Q (Aug 2022),21.4,21.65,20.55,21.15,21.1867,-0.3128,64684,0,51287
380,2022-08-15,Q (Aug 2022),21.35,21.63,20.35,20.5,20.426,-0.7607,60573,0,40511
381,2022-08-16,Q (Aug 2022),20.55,20.8,19.95,20.0,20.0006,-0.4254,58139,0,25786
382,2022-08-17,Q (Aug 2022),20.0,20.75,19.8,20.5,20.11,0.1094,1261,0,25194
383,2022-08-18,U (Sep 2022),23.33,23.65,22.9,23.0,22.9999,-0.2814,59282,0,201084
384,2022-08-19,U (Sep 2022),23.05,24.6,23.0,24.2,24.1028,1.1029,89674,0,197152
385,2022-08-22,U (Sep 2022),24.25,25.91,24.25,25.66,25.8208,1.718,102658,180,188994
386,2022-08-23,U (Sep 2022),25.65,26.1,24.88,25.42,25.3302,-0.4906,81763,0,179042
387,2022-08-24,U (Sep 2022),25.4,25.7,24.2,24.3,24.3501,-0.9801,74425,0,173748
388,2022-08-25,U (Sep 2022),24.2,24.45,23.45,23.62,23.5977,-0.7524,77604,0,167887
389,2022-08-26,U (Sep 2022),23.7,26.31,23.45,26.2,26.1802,2.5825,116212,0,157130
390,2022-08-29,U (Sep 2022),26.45,27.15,25.7,26.27,26.0278,-0.1524,108774,108,145318
391,2022-08-30,U (Sep 2022),26.15,27.0,25.35,26.26,26.4608,0.433,107595,110,138284
392,2022-08-31,U (Sep 2022),26.3,26.48,25.41,25.83,25.7939,-0.6669,91087,0,128231
393,2022-09-01,U (Sep 2022),25.9,27.2,25.5,25.71,25.6212,-0.1727,101736,0,117158
394,2022-09-02,U (Sep 2022),25.7,26.45,24.25,25.65,25.9363,0.3151,123594,90,109276
395,2022-09-06,U (Sep 2022),25.65,27.0,24.9,26.75,26.7579,0.8216,108747,0,104100
396,2022-09-07,U (Sep 2022),26.7,27.2,24.8,25.0,24.8966,-1.8613,84795,0,96849
397,2022-09-08,U (Sep 2022),24.95,25.71,24.2,24.2,24.3161,-0.5805,71797,0,93352
398,2022-09-09,U (Sep 2022),24.25,24.33,23.55,23.85,23.9496,-0.3665,57781,40,90979
399,2022-09-12,U (Sep 2022),23.75,24.31,23.1,23.83,23.9193,-0.0303,72775,0,85671
400,2022-09-13,U (Sep 2022),23.8,27.2,23.41,26.75,26.745,2.8257,139092,0,76347
401,2022-09-14,U (Sep 2022),26.7,27.11,26.0,26.03,26.4161,-0.3289,95568,65,59217
402,2022-09-15,U (Sep 2022),26.1,26.7,25.4,26.58,26.3637,-0.0524,74255,0,48220
403,2022-09-16,U (Sep 2022),26.65,28.3,26.15,26.15,26.2206,-0.1431,83623,0,39792
404,2022-09-19,U (Sep 2022),26.25,27.3,25.5,25.65,25.7761,-0.4445,57709,610,27239
405,2022-09-20,U (Sep 2022),25.7,27.66,25.48,26.9,26.9999,1.2238,54553,0,18221
406,2022-09-21,U (Sep 2022),27.1,27.7,26.8,26.9,26.65,-0.3499,1358,0,17457
407,2022-09-22,V (Oct 2022),28.4,28.75,27.5,27.9,28.0956,-0.1012,107181,0,154071
408,2022-09-23,V (Oct 2022),27.8,31.21,27.8,30.15,29.8592,1.7636,167657,0,152606
409,2022-09-26,V (Oct 2022),30.1,31.2,29.25,30.95,30.9247,1.0655,139798,1023,143364
410,2022-09-27,V (Oct 2022),30.85,32.2,29.75,31.05,31.383,0.4583,110780,0,139251
411,2022-09-28,V (Oct 2022),31.05,32.71,29.5,29.95,29.8919,-1.4911,114739,0,129946
412,2022-09-29,V (Oct 2022),29.85,32.3,29.69,30.96,30.9432,1.0513,119292,0,124630
413,2022-09-30,V (Oct 2022),30.95,31.6,29.83,31.32,31.516,0.5728,104879,0,119361
414,2022-10-03,V (Oct 2022),31.65,32.2,29.35,29.89,29.9893,-1.5267,90018,0,113748
415,2022-10-04,V (Oct 2022),29.9,30.2,28.5,28.85,28.7999,-1.1894,90063,0,105117
416,2022-10-05,V (Oct 2022),28.8,30.05,28.6,28.81,28.9643,0.1644,84072,288,98733
417,2022-10-06,V (Oct 2022),28.89,30.06,28.15,30.0,29.9193,0.955,77006,0,92130
418,2022-10-07,V (Oct 2022),30.0,31.7,29.55,31.6,31.1984,1.2791,84022,0,88293
419,2022-10-10,V (Oct 2022),31.6,33.11,31.3,32.0,32.1078,0.9094,85526,0,83369
420,2022-10-11,V (Oct 2022),32.0,33.24,31.5,32.5,32.754,0.6462,75924,0,74941
421,2022-10-12,V (Oct 2022),32.45,32.76,31.8,32.2,32.1735,-0.5805,69121,0,65142
422,2022-10-13,V (Oct 2022),32.1,33.27,30.75,30.85,31.0521,-1.1214,117985,2375,60746
423,2022-10-14,V (Oct 2022),30.8,32.7,30.15,31.9,31.9297,0.8776,81655,95,49540
424,2022-10-17,V (Oct 2022),32.0,32.05,30.25,31.15,31.1798,-0.7499,62794,0,33021
425,2022-10-18,V (Oct 2022),31.05,31.65,30.5,30.63,30.8564,-0.3234,56785,0,20923
426,2022-10-19,V (Oct 2022),30.7,31.6,30.5,31.4,31.77,0.9136,1216,0,19354
427,2022-10-20,X (Nov 2022),30.45,30.89,29.4,30.05,29.9629,-0.4349,98745,24,137350
428,2022-10-21,X (Nov 2022),30.05,30.36,29.25,29.7,29.9854,0.0225,92053,0,135692
429,2022-10-24,X (Nov 2022),29.65,30.35,29.25,29.54,29.3523,-0.6331,72300,0,132261
430,2022-10-25,X (Nov 2022),29.55,29.7,28.1,28.4,28.1854,-1.1669,78398,200,132020
431,2022-10-26,X (Nov 2022),28.45,28.9,27.35,27.37,27.4876,-0.6978,84341,210,128985
432,2022-10-27,X (Nov 2022),27.45,27.91,26.75,27.4,26.9184,-0.5692,76505,173,125309
433,2022-10-28,X (Nov 2022),27.4,27.65,26.0,26.15,26.2602,-0.6582,74887,97,122168
434,2022-10-31,X (Nov 2022),26.15,26.75,25.75,26.01,25.8753,-0.3849,72496,40,119483
435,2022-11-01,X (Nov 2022),25.92,26.15,25.51,25.8,25.634,-0.2413,68531,0,116695
436,2022-11-02,X (Nov 2022),25.8,26.7,25.43,26.3,26.4475,0.8135,99291,0,111900
437,2022-11-03,X (Nov 2022),26.45,27.28,25.55,25.8,25.6701,-0.7774,80009,48,106709
438,2022-11-04,X (Nov 2022),25.75,26.3,24.65,25.5,25.5286,-0.1415,97958,100,100282
439,2022-11-07,X (Nov 2022),26.0,26.0,24.9,25.25,25.1559,-0.3727,59361,72,90856
440,2022-11-08,X (Nov 2022),25.15,26.41,24.9,26.1,26.1017,0.9458,72200,90,78582
441,2022-11-09,X (Nov 2022),26.15,27.15,26.0,26.95,26.857,0.7553,76511,0,68924
442,2022-11-10,X (Nov 2022),26.85,26.95,24.23,24.76,24.6297,-2.2273,87372,0,64807
443,2022-11-11,X (Nov 2022),24.75,25.21,23.83,24.05,23.95,-0.6797,63880,0,55197
444,2022-11-14,X (Nov 2022),24.05,24.4,23.27,24.08,24.237,0.287,69800,0,37886
445,2022-11-15,X (Nov 2022),24.05,26.05,23.38,25.05,24.584,0.347,68998,0,24319
446,2022-11-16,X (Nov 2022),24.7,25.6,23.85,24.4,24.93,0.346,1113,0,23412
447,2022-11-17,Z (Dec 2022),25.15,25.75,24.7,24.78,24.7666,-0.2876,62881,0,160323
448,2022-11-18,Z (Dec 2022),24.75,25.1,24.45,24.5,24.515,-0.2516,52547,0,158505
449,2022-11-21,Z (Dec 2022),24.45,24.8,23.75,23.84,23.8139,-0.7011,52781,0,157036
450,2022-11-22,Z (Dec 2022),23.83,23.95,22.9,22.95,22.9505,-0.8634,52038,0,157354
451,2022-11-23,Z (Dec 2022),22.95,23.15,22.35,22.5,22.4026,-0.5479,60902,0,152914
452,2022-11-25,Z (Dec 2022),22.5,22.8,22.35,22.6,22.4869,0.0843,36564,0,152995
453,2022-11-28,Z (Dec 2022),22.6,23.65,22.55,23.45,23.4033,0.9164,63052,180,148103
454,2022-11-29,Z (Dec 2022),23.48,23.6,22.95,23.13,23.0397,-0.3636,60545,0,147314
455,2022-11-30,Z (Dec 2022),23.1,23.55,21.9,21.9,22.122,-0.9177,84334,150,142859
456,2022-12-01,Z (Dec 2022),22.05,22.61,21.55,21.73,21.5747,-0.5473,76982,0,139674
457,2022-12-02,Z (Dec 2022),21.65,22.45,21.05,21.25,21.2041,-0.3706,82920,277,133219
458,2022-12-05,Z (Dec 2022),21.3,22.2,21.1,21.66,21.6851,0.481,84302,0,126551
459,2022-12-06,Z (Dec 2022),21.67,22.73,21.25,22.47,22.4502,0.7651,71458,0,119527
460,2022-12-07,Z (Dec 2022),22.48,23.2,22.3,22.85,22.8621,0.4119,68728,0,114468
461,2022-12-08,Z (Dec 2022),22.9,23.16,22.23,22.45,22.3978,-0.4643,53036,0,108690
462,2022-12-09,Z (Dec 2022),22.46,23.25,22.15,23.25,23.1016,0.7038,65191,0,102371
463,2022-12-12,Z (Dec 2022),23.2,23.4,22.8,23.19,23.1023,0.0007,71714,0,93716
464,2022-12-13,Z (Dec 2022),23.17,23.46,21.2,21.75,21.6885,-1.4138,89771,0,90360
465,2022-12-14,Z (Dec 2022),21.8,22.05,20.45,20.6,20.6262,-1.0623,92572,0,79444
466,2022-12-15,Z (Dec 2022),20.57,23.15,20.5,22.4,22.3075,1.6813,96481,1100,65568
467,2022-12-16,Z (Dec 2022),22.45,23.25,21.93,22.56,22.4507,0.1432,77969,0,47238
468,2022-12-19,Z (Dec 2022),22.6,22.63,21.45,22.3,22.147,-0.3037,56230,0,39037
469,2022-12-20,Z (Dec 2022),22.25,23.1,21.25,21.49,21.4848,-0.6622,55824,0,30820
470,2022-12-21,Z (Dec 2022),21.5,21.5,20.55,20.55,20.25,-1.2348,1397,0,25977
471,2022-12-22,F (Jan 2023),22.95,25.4,22.75,24.34,24.2555,1.2424,123788,121,154262
472,2022-12-23,F (Jan 2023),24.35,24.5,23.35,23.6,23.6302,-0.6253,72324,269,148900
473,2022-12-27,F (Jan 2023),23.6,24.1,23.2,23.4,23.4524,-0.1778,63271,0,143406
474,2022-12-28,F (Jan 2023),23.45,23.65,22.85,23.51,23.5481,0.0957,62569,21,138336
475,2022-12-29,F (Jan 2023),23.55,23.6,22.85,23.15,23.2091,-0.339,48636,0,131831
476,2022-12-30,F (Jan 2023),23.15,23.71,23.05,23.15,23.0981,-0.111,59852,0,127347
477,2023-01-03,F (Jan 2023),23.0,23.95,22.6,23.07,23.0514,-0.0467,83675,0,116347
478,2023-01-04,F (Jan 2023),23.3,23.3,22.38,22.6,22.401,-0.6504,75984,0,112296
479,2023-01-05,F (Jan 2023),22.6,23.2,22.32,22.71,22.6516,0.2506,76784,0,103625
480,2023-01-06,F (Jan 2023),22.7,22.81,21.8,22.16,22.1957,-0.4559,82239,0,94065
481,2023-01-09,F (Jan 2023),22.16,22.62,21.78,22.42,22.2669,0.0712,73354,0,84003
482,2023-01-10,F (Jan 2023),22.4,22.73,21.0,21.15,21.0949,-1.172,80806,25,71026
483,2023-01-11,F (Jan 2023),21.15,21.45,21.0,21.25,21.2004,0.1055,64803,0,61546
484,2023-01-12,F (Jan 2023),21.25,21.62,19.79,19.95,19.82,-1.3804,93847,0,59795
485,2023-01-13,F (Jan 2023),19.9,20.2,19.13,19.35,19.4988,-0.3212,74712,0,53668
486,2023-01-17,F (Jan 2023),19.45,20.1,19.25,19.6,19.3155,-0.1833,82094,0,29990
487,2023-01-18,F (Jan 2023),19.55,19.7,18.95,19.09,19.09,-0.2255,958,0,22982
488,2023-01-19,G (Feb 2023),21.65,22.55,21.45,21.61,21.7451,0.0577,84423,0,152097
489,2023-01-20,G (Feb 2023),21.65,21.85,20.85,21.01,21.086,-0.6591,74871,0,150376
490,2023-01-23,G (Feb 2023),21.0,21.15,20.65,20.78,20.7548,-0.3312,71974,0,146614
491,2023-01-24,G (Feb 2023),20.75,21.05,19.85,20.0,19.9502,-0.8046,87757,0,140845
492,2023-01-25,G (Feb 2023),20.0,21.4,19.85,20.0,19.9583,0.0081,105422,0,139210
493,2023-01-26,G (Feb 2023),20.05,20.23,19.59,19.75,19.6703,-0.288,71404,0,136577
494,2023-01-27,G (Feb 2023),19.7,19.86,18.95,19.5,19.3177,-0.3526,84596,0,135418
495,2023-01-30,G (Feb 2023),19.45,20.41,19.4,20.1,20.0481,0.7304,86138,0,130070
496,2023-01-31,G (Feb 2023),20.0,20.62,19.3,19.45,19.5257,-0.5224,78530,0,124812
497,2023-02-01,G (Feb 2023),19.45,20.05,18.5,18.75,18.7506,-0.7751,107659,0,120441
498,2023-02-02,G (Feb 2023),18.75,19.9,18.1,19.6,19.2989,0.5483,126626,0,115059
499,2023-02-03,G (Feb 2023),19.55,20.3,19.18,19.35,19.3373,0.0384,113057,0,106609
500,2023-02-06,G (Feb 2023),19.4,20.2,19.38,19.95,20.0124,0.6751,94088,0,88724
501,2023-02-07,G (Feb 2023),19.98,20.4,19.09,19.49,19.2146,-0.7978,105879,190,81607
502,2023-02-08,G (Feb 2023),19.45,20.55,19.15,20.1,20.0524,0.8378,101124,0,70513
503,2023-02-09,G (Feb 2023),20.1,20.9,19.35,20.67,20.8103,0.7579,92826,0,60492
504,2023-02-10,G (Feb 2023),20.7,21.7,20.69,20.8,20.9304,0.1201,98520,275,50881
505,2023-02-13,G (Feb 2023),20.75,21.25,19.8,19.86,19.9144,-1.016,66195,0,40203
506,2023-02-14,G (Feb 2023),19.9,20.05,18.55,18.95,18.6489,-1.2655,83001,0,28930
507,2023-02-15,G (Feb 2023),18.95,19.3,18.7,18.9,18.69,0.0411,1191,0,26248
508,2023-02-16,H (Mar 2023),20.11,21.26,19.91,21.2,21.1605,1.1082,119249,0,164384
509,2023-02-17,H (Mar 2023),21.21,22.06,21.15,21.4,21.2482,0.0877,86203,0,157884
510,2023-02-21,H (Mar 2023),21.5,23.1,21.3,23.0,22.9011,1.6529,112119,0,153353
511,2023-02-22,H (Mar 2023),23.0,23.26,22.05,22.05,22.2109,-0.6902,102505,434,143011
512,2023-02-23,H (Mar 2023),22.05,22.45,21.2,21.34,21.3726,-0.8383,79955,0,143848
513,2023-02-24,H (Mar 2023),21.35,22.87,21.3,22.25,22.1873,0.8147,108379,0,138460
514,2023-02-27,H (Mar 2023),22.25,22.25,21.05,21.28,21.3317,-0.8556,82024,0,137496
515,2023-02-28,H (Mar 2023),21.23,21.6,20.55,20.95,20.7757,-0.556,75379,0,134572
516,2023-03-01,H (Mar 2023),21.0,21.6,20.6,20.96,21.0322,0.2565,78527,0,130705
517,2023-03-02,H (Mar 2023),21.02,21.7,20.15,20.27,20.2009,-0.8313,77814,0,127537
518,2023-03-03,H (Mar 2023),20.3,20.45,19.4,19.4,19.4984,-0.7025,68726,0,127241
519,2023-03-06,H (Mar 2023),19.45,19.65,19.05,19.2,19.2202,-0.2782,65067,0,126833
520,2023-03-07,H (Mar 2023),19.2,19.95,18.85,19.78,19.7516,0.5314,87223,53,124081
521,2023-03-08,H (Mar 2023),19.76,20.0,19.2,19.27,19.3052,-0.4464,66018,56,120248
522,2023-03-09,H (Mar 2023),19.25,22.0,18.9,21.86,21.7964,2.4912,128401,0,117032
523,2023-03-10,H (Mar 2023),21.8,27.0,21.15,23.85,24.1808,2.3844,258562,0,103226
524,2023-03-13,H (Mar 2023),23.95,28.4,22.4,25.1,25.3724,1.1916,204022,864,91311
525,2023-03-14,H (Mar 2023),25.25,25.65,22.2,23.58,23.7017,-1.6707,155485,855,81246
526,2023-03-15,H (Mar 2023),23.6,28.55,23.02,25.85,25.8129,2.1112,182630,180,76752
527,2023-03-16,H (Mar 2023),25.9,26.93,22.95,23.23,23.0155,-2.7974,102813,1301,61049
528,2023-03-17,H (Mar 2023),23.3,26.2,22.61,25.8,25.6342,2.6187,94840,245,50177
529,2023-03-20,H (Mar 2023),25.8,28.05,23.9,24.17,24.1683,-1.4659,65922,0,40117
530,2023-03-21,H (Mar 2023),24.2,24.29,21.15,21.44,21.5908,-2.5775,67680,0,25670
531,2023-03-22,H (Mar 2023),21.6,22.1,21.2,21.2,20.68,-0.9108,766,0,25067
