,Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
797,2024-04-12,J (Apr 2024),15.0,18.1,15.0,17.05,17.0882,2.0643,215259,270,62923
798,2024-04-15,J (Apr 2024),17.05,18.7,15.95,18.55,18.4081,1.3199,158535,3294,51773
799,2024-04-16,J (Apr 2024),18.5,19.7,17.5,18.15,18.2475,-0.1606,111949,206,37418
800,2024-04-17,J (Apr 2024),18.0,18.65,17.8,17.95,18.03,-0.2175,1152,0,36458
801,2024-04-18,K (May 2024),17.2,17.65,16.75,17.35,17.3829,0.1736,105601,120,179901
802,2024-04-19,K (May 2024),17.35,19.7,17.1,17.8,17.8354,0.4525,161953,717,177618
803,2024-04-22,K (May 2024),17.7,17.7,16.2,16.38,16.4697,-1.3657,138171,0,174607
804,2024-04-23,K (May 2024),16.3,16.45,15.65,15.8,15.7943,-0.6754,91401,0,168277
805,2024-04-24,K (May 2024),15.75,16.1,15.55,15.96,15.6252,-0.1691,117117,0,164150
806,2024-04-25,K (May 2024),16.0,16.85,15.6,15.6,16.0018,0.3766,122136,0,166012
807,2024-04-26,K (May 2024),15.6,15.71,15.3,15.45,15.3964,-0.6054,97534,80,156190
808,2024-04-29,K (May 2024),15.45,15.5,15.0,15.15,15.1678,-0.2286,75733,0,155014
809,2024-04-30,K (May 2024),15.2,15.85,15.0,15.81,15.6634,0.4956,106361,0,157353
810,2024-05-01,K (May 2024),15.85,16.15,14.99,15.7,15.7081,0.0447,127438,0,155745
811,2024-05-02,K (May 2024),15.75,15.86,14.95,14.99,15.1632,-0.5449,96454,0,153673
812,2024-05-03,K (May 2024),15.05,15.07,14.45,14.55,14.5915,-0.5717,111583,245,153948
813,2024-05-06,K (May 2024),14.55,14.6,14.15,14.18,14.1983,-0.3932,59775,309,153835
814,2024-05-07,K (May 2024),14.2,14.35,14.05,14.15,14.0973,-0.101,90246,301,148561
815,2024-05-08,K (May 2024),14.1,14.25,13.85,13.95,13.9112,-0.1861,66146,410,146840
816,2024-05-09,K (May 2024),14.0,14.06,13.78,13.81,13.8112,-0.1,59210,676,144388
817,2024-05-10,K (May 2024),13.8,13.87,13.52,13.58,13.5511,-0.2601,67521,177,139175
818,2024-05-13,K (May 2024),13.55,13.9,13.4,13.75,13.8191,0.268,82450,4682,125307
819,2024-05-14,K (May 2024),13.8,13.95,13.45,13.56,13.5162,-0.3029,56713,0,115915
820,2024-05-15,K (May 2024),13.6,13.66,12.85,12.95,12.879,-0.6372,76192,81,109590
821,2024-05-16,K (May 2024),12.9,13.1,12.75,12.9,12.8347,-0.0443,67926,67,98754
822,2024-05-17,K (May 2024),12.91,13.0,12.6,12.68,12.6503,-0.1844,79428,0,80377
823,2024-05-20,K (May 2024),12.65,12.8,12.4,12.55,12.5725,-0.0778,58004,0,70644
824,2024-05-21,K (May 2024),12.59,13.0,12.05,12.21,12.1979,-0.3746,88303,0,85640
825,2024-05-22,K (May 2024),12.3,12.47,12.0,12.05,12.0,-0.1979,6196,0,51533
826,2024-05-23,M (Jun 2024),13.55,14.05,13.25,13.85,13.8561,0.1912,122230,0,192498
827,2024-05-24,M (Jun 2024),13.85,13.95,13.35,13.4,13.4272,-0.4289,77937,369,188543
828,2024-05-28,M (Jun 2024),13.45,14.0,13.2,13.75,13.7256,0.2984,100189,172,184741
829,2024-05-29,M (Jun 2024),13.71,14.5,13.7,14.48,14.3394,0.6138,115772,0,178426
830,2024-05-30,M (Jun 2024),14.45,14.7,13.95,14.4,14.2928,-0.0466,112881,182,176424
831,2024-05-31,M (Jun 2024),14.4,14.7,13.65,13.72,13.7896,-0.5032,135483,0,172154
832,2024-06-03,M (Jun 2024),13.75,14.25,13.5,13.68,13.6535,-0.1361,124490,0,166494
833,2024-06-04,M (Jun 2024),13.7,14.25,13.64,13.65,13.7165,0.063,92628,1951,162657
834,2024-06-05,M (Jun 2024),13.67,13.9,13.3,13.38,13.3525,-0.364,85202,0,159425
835,2024-06-06,M (Jun 2024),13.4,13.45,13.2,13.27,13.2562,-0.0963,109732,136,143150
836,2024-06-07,M (Jun 2024),13.27,13.6,12.9,13.0,13.0098,-0.2464,112773,0,135289
837,2024-06-10,M (Jun 2024),13.0,13.6,12.95,13.05,13.0295,0.0197,86987,107,123633
838,2024-06-11,M (Jun 2024),13.0,13.5,12.9,13.0,12.9694,-0.0601,98927,0,108053
839,2024-06-12,M (Jun 2024),13.05,13.1,12.45,12.58,12.5556,-0.4138,105661,61,100384
840,2024-06-13,M (Jun 2024),12.55,13.05,12.35,12.44,12.4105,-0.1451,111771,0,81802
841,2024-06-14,M (Jun 2024),12.44,13.6,12.4,13.0,12.9549,0.5444,117059,69,71514
842,2024-06-17,M (Jun 2024),13.02,13.25,12.55,12.8,12.8015,-0.1534,111314,73,50052
843,2024-06-18,M (Jun 2024),12.8,12.9,12.5,12.6,12.39,-0.4115,2657,0,48645
844,2024-06-20,N (Jul 2024),14.3,14.9,14.15,14.79,14.7681,0.472,135259,0,197686
845,2024-06-21,N (Jul 2024),14.78,15.07,14.35,14.55,14.4458,-0.3223,129929,390,190138
846,2024-06-24,N (Jul 2024),14.5,14.85,14.2,14.41,14.3967,-0.0491,91402,454,185065
847,2024-06-25,N (Jul 2024),14.43,14.5,14.0,14.12,14.077,-0.3197,63636,261,177449
848,2024-06-26,N (Jul 2024),14.1,14.21,13.9,13.95,13.9083,-0.1687,83105,0,177412
849,2024-06-27,N (Jul 2024),13.95,14.05,13.73,13.78,13.7587,-0.1496,86340,108,170134
850,2024-06-28,N (Jul 2024),13.8,14.1,13.7,14.01,14.0228,0.2641,97931,384,170281
851,2024-07-01,N (Jul 2024),14.0,14.01,13.35,13.4,13.4175,-0.6053,100580,252,169656
852,2024-07-02,N (Jul 2024),13.4,13.63,13.2,13.23,13.206,-0.2115,85156,271,166667
853,2024-07-03,N (Jul 2024),13.25,13.3,13.1,13.3,13.2699,0.0639,54043,71,159790
854,2024-07-05,N (Jul 2024),13.2,13.45,13.12,13.33,13.3033,0.0334,88837,126,150801
855,2024-07-08,N (Jul 2024),13.35,13.35,12.95,13.1,13.082,-0.2213,80171,137,143829
856,2024-07-09,N (Jul 2024),13.1,13.15,12.95,13.05,12.9957,-0.0863,76267,29,129539
857,2024-07-10,N (Jul 2024),13.0,13.05,12.79,12.96,12.9335,-0.0622,70352,500,115312
858,2024-07-11,N (Jul 2024),13.0,13.4,12.7,13.12,13.1184,0.1849,141021,210,100532
859,2024-07-12,N (Jul 2024),13.1,13.15,12.6,12.85,12.8311,-0.2873,109296,69,85553
860,2024-07-15,N (Jul 2024),12.85,13.2,12.7,13.14,13.1369,0.3058,104648,510,64088
861,2024-07-16,N (Jul 2024),13.13,13.45,12.95,13.09,13.1593,0.0224,80132,370,44980
862,2024-07-17,N (Jul 2024),13.05,13.9,13.0,13.9,13.89,0.7307,5056,0,42809
863,2024-07-18,Q (Aug 2024),14.75,15.5,14.4,15.3,15.2934,0.4854,166976,130,198566
864,2024-07-19,Q (Aug 2024),15.25,16.15,15.23,15.9,15.9169,0.6235,182927,1727,185843
865,2024-07-22,Q (Aug 2024),15.9,16.2,14.95,15.1,15.0439,-0.873,133943,0,180132
866,2024-07-23,Q (Aug 2024),15.1,15.4,14.69,14.82,14.9323,-0.1116,115837,1520,179426
867,2024-07-24,Q (Aug 2024),14.85,17.25,14.84,17.06,17.072,2.1397,231402,0,179669
868,2024-07-25,Q (Aug 2024),17.05,17.95,16.09,17.18,17.1444,0.0724,227721,2900,174334
869,2024-07-26,Q (Aug 2024),17.15,17.15,16.05,16.08,16.1771,-0.9673,115861,0,171084
870,2024-07-29,Q (Aug 2024),16.1,16.36,15.7,15.96,15.9722,-0.2049,97700,0,165261
871,2024-07-30,Q (Aug 2024),15.95,17.1,15.73,16.6,16.4855,0.5133,115213,0,162110
872,2024-07-31,Q (Aug 2024),16.65,16.65,15.35,15.83,15.9994,-0.4861,134585,160,155571
873,2024-08-01,Q (Aug 2024),15.85,18.2,15.65,17.7,17.4669,1.4675,201973,318,166539
874,2024-08-02,Q (Aug 2024),17.65,23.0,17.65,22.5,21.8527,4.3858,361047,1188,174657
875,2024-08-05,Q (Aug 2024),23.0,37.1,22.65,31.0,32.0986,10.2459,327852,0,164777
876,2024-08-06,Q (Aug 2024),30.65,30.72,21.85,24.36,25.7702,-6.3284,224511,3583,145439
877,2024-08-07,Q (Aug 2024),24.5,25.95,21.3,25.75,25.0766,-0.6936,154856,0,135726
878,2024-08-08,Q (Aug 2024),25.85,26.07,22.25,22.3,22.6885,-2.3881,102199,0,131166
879,2024-08-09,Q (Aug 2024),22.3,23.0,19.39,19.59,19.4971,-3.1914,110589,1294,119550
880,2024-08-12,Q (Aug 2024),19.45,19.85,17.85,19.5,19.4647,-0.0324,121608,1015,104909
881,2024-08-13,Q (Aug 2024),19.5,19.74,17.48,17.65,17.5452,-1.9195,89284,80,95947
882,2024-08-14,Q (Aug 2024),17.65,17.9,16.2,16.3,16.2453,-1.2999,84158,688,86295
883,2024-08-15,Q (Aug 2024),16.3,16.5,15.0,15.35,15.3485,-0.8968,102519,284,70698
884,2024-08-16,Q (Aug 2024),15.35,15.8,15.07,15.4,15.2799,-0.0686,54176,69,62725
885,2024-08-19,Q (Aug 2024),15.26,15.9,14.65,14.8,14.7848,-0.4951,61144,0,53311
886,2024-08-20,Q (Aug 2024),14.85,16.0,14.75,16.0,15.8801,1.0953,79249,109,36547
887,2024-08-21,Q (Aug 2024),15.96,16.2,15.75,15.9,16.11,0.2299,1424,0,34988
888,2024-08-22,U (Sep 2024),16.2,17.1,16.0,16.9,17.0095,0.7815,96785,0,175279
889,2024-08-23,U (Sep 2024),16.9,16.95,15.8,15.9,15.9286,-1.0809,108353,1145,174095
890,2024-08-26,U (Sep 2024),15.8,16.3,15.65,16.03,15.947,0.0184,68814,0,170479
891,2024-08-27,U (Sep 2024),16.05,16.3,15.5,15.5,15.5794,-0.3676,64274,440,168765
892,2024-08-28,U (Sep 2024),15.55,16.85,15.4,16.55,16.5703,0.9909,100247,289,164212
893,2024-08-29,U (Sep 2024),16.55,17.05,15.6,15.75,15.9351,-0.6352,90911,113,159923
894,2024-08-30,U (Sep 2024),15.8,16.0,15.3,15.4,15.411,-0.5241,84002,87,153840
895,2024-09-03,U (Sep 2024),15.45,19.8,15.3,19.08,19.1208,3.7098,198718,1110,143341
896,2024-09-04,U (Sep 2024),19.05,20.35,18.15,19.6,19.5445,0.4237,173783,160,136448
897,2024-09-05,U (Sep 2024),19.6,19.75,18.25,18.86,18.7523,-0.7922,129506,709,128868
898,2024-09-06,U (Sep 2024),18.85,21.55,18.05,20.95,20.4643,1.712,194456,0,123714
899,2024-09-09,U (Sep 2024),21.05,21.05,18.4,18.61,18.7253,-1.739,109715,0,110034
900,2024-09-10,U (Sep 2024),18.6,19.8,18.2,18.37,18.2864,-0.4389,108168,0,102292
901,2024-09-11,U (Sep 2024),18.35,20.35,17.2,17.45,17.2328,-1.0536,159598,370,88397
902,2024-09-12,U (Sep 2024),17.45,18.1,16.85,17.0,16.9479,-0.2849,96095,0,81125
903,2024-09-13,U (Sep 2024),17.05,17.15,16.35,16.75,16.703,-0.2449,72228,0,72309
904,2024-09-16,U (Sep 2024),16.8,17.5,16.8,17.18,17.0904,0.3874,65103,0,61106
905,2024-09-17,U (Sep 2024),17.15,17.95,16.73,17.7,17.8331,0.7427,85315,0,48126
906,2024-09-18,U (Sep 2024),17.75,17.9,17.55,17.8,18.69,0.8569,1311,0,47472
907,2024-09-19,V (Oct 2024),18.85,18.9,17.85,18.0,18.0222,-0.7171,103600,0,154204
908,2024-09-20,V (Oct 2024),18.05,18.25,17.7,18.06,17.9542,-0.068,76858,250,149839
909,2024-09-23,V (Oct 2024),18.0,18.21,17.6,18.0,18.0066,0.0524,50902,0,148282
910,2024-09-24,V (Oct 2024),18.1,18.7,17.75,18.09,18.0531,0.0465,68073,0,145808
911,2024-09-25,V (Oct 2024),18.05,18.4,17.9,18.23,18.3144,0.2613,50922,0,143921
912,2024-09-26,V (Oct 2024),18.25,18.55,17.84,18.3,18.2977,-0.0167,56356,0,138493
913,2024-09-27,V (Oct 2024),18.3,19.4,18.15,19.31,19.2552,0.9575,75032,546,132550
914,2024-09-30,V (Oct 2024),19.35,19.95,18.75,18.8,18.8425,-0.4127,108942,152,129809
915,2024-10-01,V (Oct 2024),18.85,20.7,18.65,20.55,20.4666,1.6241,159310,120,117314
916,2024-10-02,V (Oct 2024),20.45,21.15,19.9,20.07,20.1015,-0.3651,82430,0,113917
917,2024-10-03,V (Oct 2024),20.05,21.3,20.0,21.2,21.0732,0.9717,99659,0,109594
918,2024-10-04,V (Oct 2024),21.2,21.25,20.15,20.4,20.2031,-0.8701,80297,216,105833
919,2024-10-07,V (Oct 2024),20.35,22.75,20.2,22.35,22.5656,2.3625,112960,0,98657
920,2024-10-08,V (Oct 2024),22.35,22.81,21.15,21.45,21.4558,-1.1098,79915,0,87134
921,2024-10-09,V (Oct 2024),21.45,21.6,20.7,21.04,20.8987,-0.5571,66651,0,76457
922,2024-10-10,V (Oct 2024),21.0,21.65,20.72,21.4,21.3948,0.4961,74918,0,73262
923,2024-10-11,V (Oct 2024),21.4,21.72,20.85,21.2,21.1276,-0.2672,61073,236,62400
924,2024-10-14,V (Oct 2024),21.15,21.25,19.95,20.01,20.2002,-0.9274,53771,225,47302
925,2024-10-15,V (Oct 2024),20.0,21.25,19.65,21.15,20.9675,0.7673,98142,0,31067
926,2024-10-16,V (Oct 2024),21.2,21.55,20.95,20.95,20.97,0.0025,1283,0,30570
927,2024-10-17,X (Nov 2024),19.1,19.3,18.7,18.75,18.7641,-0.289,55833,0,156764
928,2024-10-18,X (Nov 2024),18.75,18.85,18.25,18.26,18.3002,-0.4639,59676,1030,155256
929,2024-10-21,X (Nov 2024),18.3,18.85,18.15,18.35,18.3564,0.0562,53950,0,152729
930,2024-10-22,X (Nov 2024),18.35,18.85,18.15,18.35,18.2834,-0.073,54562,0,150646
931,2024-10-23,X (Nov 2024),18.4,19.8,18.35,19.15,19.274,0.9906,97907,0,150301
932,2024-10-24,X (Nov 2024),19.14,19.85,18.75,18.95,18.9021,-0.3719,75685,0,145439
933,2024-10-25,X (Nov 2024),18.92,19.95,18.45,19.9,19.8968,0.9947,92483,811,144048
934,2024-10-28,X (Nov 2024),19.55,19.6,18.55,18.76,18.7978,-1.099,88013,0,132838
935,2024-10-29,X (Nov 2024),18.75,19.1,18.45,18.72,18.7575,-0.0403,55728,0,132764
936,2024-10-30,X (Nov 2024),18.7,19.4,18.55,19.33,19.3182,0.5607,67226,0,132420
937,2024-10-31,X (Nov 2024),19.3,21.05,19.3,20.86,20.9579,1.6397,141898,150,135055
938,2024-11-01,X (Nov 2024),20.9,20.95,19.75,20.45,20.488,-0.4699,100929,443,128927
939,2024-11-04,X (Nov 2024),20.3,20.45,19.4,19.45,19.5077,-0.9803,93006,0,128966
940,2024-11-05,X (Nov 2024),19.45,19.6,18.16,18.23,18.3442,-1.1635,100618,2250,126945
941,2024-11-06,X (Nov 2024),18.25,18.4,15.9,16.24,16.246,-2.0982,179104,2675,121088
942,2024-11-07,X (Nov 2024),16.2,16.31,15.5,15.7,15.6411,-0.6049,90516,575,108681
943,2024-11-08,X (Nov 2024),15.65,15.9,15.38,15.5,15.4969,-0.1442,88898,0,101611
944,2024-11-11,X (Nov 2024),15.5,15.55,15.19,15.45,15.4861,-0.0108,75879,2087,92014
945,2024-11-12,X (Nov 2024),15.4,15.75,15.21,15.3,15.2572,-0.2289,80005,0,85185
946,2024-11-13,X (Nov 2024),15.3,15.65,14.45,14.5,14.544,-0.7132,77410,0,79868
947,2024-11-14,X (Nov 2024),14.5,14.8,14.25,14.69,14.64,0.096,64235,0,74212
948,2024-11-15,X (Nov 2024),14.65,17.6,14.65,16.3,16.3884,1.7484,146156,102,61475
949,2024-11-18,X (Nov 2024),16.25,16.8,15.33,15.7,15.6117,-0.7767,82686,1085,56070
950,2024-11-19,X (Nov 2024),15.7,17.6,15.3,16.7,16.4181,0.8064,79989,300,40989
951,2024-11-20,X (Nov 2024),16.75,16.95,16.15,16.25,16.65,0.2319,1093,0,38846
952,2024-11-21,Z (Dec 2024),16.7,17.5,16.35,16.85,16.7716,-0.1806,96664,0,158320
953,2024-11-22,Z (Dec 2024),16.85,17.16,16.0,16.03,16.0654,-0.7062,73370,0,152277
954,2024-11-25,Z (Dec 2024),15.9,16.3,15.35,15.4,15.4492,-0.6162,87965,0,150663
955,2024-11-26,Z (Dec 2024),15.4,15.85,15.1,15.29,15.2541,-0.1951,78925,850,140768
956,2024-11-27,Z (Dec 2024),15.25,15.75,15.12,15.15,15.169,-0.0851,72600,516,141396
957,2024-11-29,Z (Dec 2024),15.19,15.2,14.8,14.85,14.8517,-0.3173,49306,0,142188
958,2024-12-02,Z (Dec 2024),14.85,14.95,14.65,14.75,14.7128,-0.1389,63398,0,141863
959,2024-12-03,Z (Dec 2024),14.71,15.05,14.45,14.53,14.5309,-0.1819,66776,1326,141650
960,2024-12-04,Z (Dec 2024),14.55,14.7,14.2,14.69,14.6572,0.1263,52768,409,135665
961,2024-12-05,Z (Dec 2024),14.7,14.85,14.5,14.57,14.6032,-0.054,66552,0,129011
962,2024-12-06,Z (Dec 2024),14.58,14.75,14.2,14.25,14.2855,-0.3177,77591,632,122070
963,2024-12-09,Z (Dec 2024),14.2,14.9,14.2,14.76,14.7355,0.45,82887,0,108380
964,2024-12-10,Z (Dec 2024),14.75,14.8,14.4,14.56,14.6523,-0.0832,65735,256,99551
965,2024-12-11,Z (Dec 2024),14.55,14.75,14.15,14.36,14.2842,-0.3681,51723,508,87920
966,2024-12-12,Z (Dec 2024),14.34,14.65,14.1,14.51,14.4062,0.122,77468,0,77885
967,2024-12-13,Z (Dec 2024),14.55,14.8,14.1,14.55,14.519,0.1128,71649,300,67152
968,2024-12-16,Z (Dec 2024),14.63,14.75,14.39,14.75,14.6997,0.1807,62361,705,53837
969,2024-12-17,Z (Dec 2024),14.75,15.95,14.61,15.75,15.7483,1.0486,92366,0,36176
970,2024-12-18,Z (Dec 2024),15.7,15.8,15.2,15.4,15.66,-0.0883,1715,0,34946
971,2024-12-19,F (Jan 2025),19.95,21.8,18.55,21.45,21.7113,1.9493,314207,1373,169747
972,2024-12-20,F (Jan 2025),21.4,22.8,18.05,18.28,18.2606,-3.4507,231176,3630,131736
973,2024-12-23,F (Jan 2025),18.2,18.61,16.9,16.95,17.0257,-1.2349,122754,0,125835
974,2024-12-24,F (Jan 2025),17.0,17.05,15.9,15.95,15.9878,-1.0379,71787,0,118289
975,2024-12-26,F (Jan 2025),16.05,16.75,15.95,16.06,16.0329,0.0451,78960,10,120952
976,2024-12-27,F (Jan 2025),16.1,17.9,16.05,16.95,16.9415,0.9086,139335,210,115878
977,2024-12-30,F (Jan 2025),16.84,18.6,16.75,17.4,17.3868,0.4453,108834,885,116482
978,2024-12-31,F (Jan 2025),17.4,17.7,16.9,17.48,17.5177,0.1309,69727,0,113246
979,2025-01-02,F (Jan 2025),17.5,18.85,17.01,17.81,17.9098,0.3921,100466,290,112194
980,2025-01-03,F (Jan 2025),17.83,17.9,16.65,16.8,16.6858,-1.224,77495,0,109326
981,2025-01-06,F (Jan 2025),16.8,17.0,16.25,16.5,16.5686,-0.1172,197513,300,103440
982,2025-01-07,F (Jan 2025),16.55,18.21,16.31,17.8,17.8805,1.3119,101875,0,98549
983,2025-01-08,F (Jan 2025),17.85,18.8,17.5,17.75,17.7197,-0.1608,125613,880,96385
984,2025-01-10,F (Jan 2025),18.05,19.65,17.9,19.12,19.0119,1.0452,120641,0,87331
985,2025-01-13,F (Jan 2025),19.15,20.2,18.4,18.44,18.5959,-0.416,89672,0,78856
986,2025-01-14,F (Jan 2025),18.45,18.9,17.65,18.1,18.2081,-0.3878,73248,10,70024
987,2025-01-15,F (Jan 2025),18.12,18.25,16.05,16.18,16.101,-2.1071,111261,530,64698
988,2025-01-16,F (Jan 2025),16.19,16.51,15.85,16.35,16.189,0.088,69270,29,60197
989,2025-01-17,F (Jan 2025),16.3,16.4,15.75,16.3,16.1792,-0.0098,59990,197,50303
990,2025-01-21,F (Jan 2025),16.25,16.9,15.05,15.15,15.2423,-0.9369,85533,0,45313
991,2025-01-22,F (Jan 2025),15.1,15.2,14.7,14.8,15.53,0.2877,1123,0,43161
992,2025-01-23,G (Feb 2025),16.7,16.9,16.35,16.47,16.4733,-0.2699,81010,1009,172763
993,2025-01-24,G (Feb 2025),16.5,16.55,16.25,16.41,16.382,-0.0913,62252,452,173161
994,2025-01-27,G (Feb 2025),16.6,20.16,16.55,17.56,17.6133,1.2313,244514,0,167410
995,2025-01-28,G (Feb 2025),17.5,17.95,16.8,16.98,16.939,-0.6743,99360,315,157695
996,2025-01-29,G (Feb 2025),17.0,17.6,16.75,16.88,16.8431,-0.0959,93872,0,143967
997,2025-01-30,G (Feb 2025),16.85,17.0,16.51,16.8,16.7092,-0.1339,87054,0,149145
998,2025-01-31,G (Feb 2025),16.82,17.65,16.4,17.44,17.3586,0.6494,98544,0,142492
999,2025-02-03,G (Feb 2025),18.55,19.85,17.15,17.35,17.9108,0.5522,88404,0,133697
1000,2025-02-04,G (Feb 2025),17.3,18.96,16.9,17.45,17.2011,-0.7097,43944,131,124858
1001,2025-02-05,G (Feb 2025),17.5,17.9,16.7,16.75,16.7703,-0.4308,38512,0,121666
1002,2025-02-06,G (Feb 2025),16.69,17.0,16.55,16.63,16.5795,-0.1908,37936,95,120848
1003,2025-02-07,G (Feb 2025),16.65,17.41,16.35,17.4,17.3458,0.7663,98920,195,114246
1004,2025-02-10,G (Feb 2025),17.55,17.75,16.65,16.75,16.7021,-0.6437,74083,463,105152
1005,2025-02-11,G (Feb 2025),16.75,17.01,16.55,16.8,16.7694,0.0673,63757,0,91278
1006,2025-02-12,G (Feb 2025),16.75,17.5,16.58,16.67,16.8012,0.0318,97817,72,80249
1007,2025-02-13,G (Feb 2025),16.7,17.1,16.1,16.14,16.1349,-0.6663,73628,500,74835
1008,2025-02-14,G (Feb 2025),16.1,16.3,15.95,16.1,16.0117,-0.1232,71035,0,64320
1009,2025-02-18,G (Feb 2025),16.02,16.45,15.5,15.5,15.6602,-0.3515,85704,93,42906
1010,2025-02-19,G (Feb 2025),15.5,15.8,15.29,15.65,15.94,0.2798,2320,0,41772
1011,2025-02-20,H (Mar 2025),16.95,17.35,16.8,16.95,17.0326,0.126,105158,1612,209878
1012,2025-02-21,H (Mar 2025),16.95,18.45,16.91,18.2,18.3007,1.2681,184681,0,199225
1013,2025-02-24,H (Mar 2025),18.1,18.85,17.65,18.32,18.4302,0.1295,152793,2575,197932
1014,2025-02-25,H (Mar 2025),18.35,19.4,18.05,18.37,18.4836,0.0534,182928,200,202055
1015,2025-02-26,H (Mar 2025),18.35,18.75,17.6,17.8,18.1337,-0.3499,134427,0,185070
1016,2025-02-27,H (Mar 2025),17.8,19.35,17.65,19.23,19.3063,1.1726,164843,3622,178805
1017,2025-02-28,H (Mar 2025),19.25,20.0,18.7,18.93,18.8291,-0.4772,184717,0,159440
1018,2025-03-03,H (Mar 2025),18.7,21.25,18.4,20.37,20.6577,1.8286,149604,242,157837
1019,2025-03-04,H (Mar 2025),20.5,23.0,20.04,20.72,21.2409,0.5832,235740,738,145869
1020,2025-03-05,H (Mar 2025),20.7,21.75,20.05,20.37,20.1269,-1.114,155199,2713,128821
1021,2025-03-06,H (Mar 2025),20.3,22.95,20.2,22.46,22.8281,2.7012,168299,807,130499
1022,2025-03-07,H (Mar 2025),22.4,23.62,21.55,21.85,21.6254,-1.2027,162330,303,120265
1023,2025-03-10,H (Mar 2025),21.8,25.45,21.8,24.77,24.9344,3.309,176385,0,112322
1024,2025-03-11,H (Mar 2025),24.8,26.65,23.97,24.69,24.6115,-0.3229,178060,1383,101839
1025,2025-03-12,H (Mar 2025),24.3,24.9,22.8,23.25,23.0749,-1.5366,121890,204,87357
1026,2025-03-13,H (Mar 2025),23.15,25.05,22.7,24.3,24.4101,1.3352,94073,246,82752
1027,2025-03-14,H (Mar 2025),24.25,24.25,21.4,21.75,21.5211,-2.889,104026,0,66883
1028,2025-03-17,H (Mar 2025),21.65,22.5,20.4,20.75,20.8352,-0.6859,89945,100,44411
1029,2025-03-18,H (Mar 2025),20.9,21.5,20.8,21.45,21.63,0.7948,1763,0,43745
1030,2025-03-19,J (Apr 2025),20.5,20.75,19.25,19.66,19.7513,-0.7293,103461,0,151454
1031,2025-03-20,J (Apr 2025),19.7,20.25,19.2,19.35,19.4005,-0.3508,102391,2411,148844
1032,2025-03-21,J (Apr 2025),19.35,20.13,19.13,19.27,19.4179,0.0174,98196,277,149540
1033,2025-03-24,J (Apr 2025),19.2,19.25,18.0,18.15,18.0635,-1.3544,105573,957,143535
1034,2025-03-25,J (Apr 2025),18.15,18.35,17.9,18.18,18.2072,0.1437,73950,1108,143295
1035,2025-03-26,J (Apr 2025),18.18,19.3,17.95,18.9,18.8445,0.6373,100614,0,141122
1036,2025-03-27,J (Apr 2025),19.1,19.55,18.65,18.99,18.9763,0.1318,79291,336,140325
1037,2025-03-28,J (Apr 2025),19.0,21.3,19.0,21.25,20.9817,2.0054,129947,0,135351
1038,2025-03-31,J (Apr 2025),21.4,22.65,20.6,21.02,20.8435,-0.1382,129283,0,128228
1039,2025-04-01,J (Apr 2025),21.05,22.05,20.5,20.88,20.8794,0.0359,86516,0,127234
1040,2025-04-02,J (Apr 2025),20.9,22.18,19.33,22.0,20.1562,-0.7232,105516,0,123726
1041,2025-04-03,J (Apr 2025),22.15,26.57,22.1,26.25,26.3753,6.2191,254684,889,127660
1042,2025-04-04,J (Apr 2025),26.4,33.35,25.75,32.55,32.4976,6.1223,259063,380,126661
1043,2025-04-07,J (Apr 2025),35.0,40.2,26.9,32.9,33.1708,0.6732,223915,83,122555
1044,2025-04-08,J (Apr 2025),32.8,41.5,29.3,39.5,39.1728,6.002,176070,966,107141
1045,2025-04-09,J (Apr 2025),39.23,44.01,26.8,28.1,28.6489,-10.5239,178459,308,96134
1046,2025-04-10,J (Apr 2025),28.4,40.6,27.8,35.2,35.8622,7.2133,154399,393,85254
1047,2025-04-11,J (Apr 2025),35.25,38.85,33.85,34.45,34.6376,-1.2246,90437,186,73725
1048,2025-04-14,J (Apr 2025),33.8,33.8,28.65,30.0,29.8594,-4.7782,91640,596,56404
1049,2025-04-15,J (Apr 2025),30.1,31.35,28.11,30.35,29.9025,0.0431,60104,0,48836
1050,2025-04-16,J (Apr 2025),31.1,33.31,30.7,31.65,31.91,2.0075,1488,0,48425
1051,2025-04-17,K (May 2025),27.2,27.5,26.3,26.5,26.7284,-0.8974,80242,0,142772
1052,2025-04-21,K (May 2025),27.05,29.1,26.65,28.3,28.4469,1.7185,85828,1721,142040
1053,2025-04-22,K (May 2025),28.25,28.5,26.35,26.53,26.5397,-1.9072,101498,0,134380
1054,2025-04-23,K (May 2025),26.2,26.4,24.65,25.25,25.4379,-1.1018,98225,2609,131027
1055,2025-04-24,K (May 2025),25.3,26.15,24.26,24.42,24.5677,-0.8702,73819,0,126886
1056,2025-04-25,K (May 2025),24.33,25.1,23.4,23.5,23.4981,-1.0696,70610,0,121229
1057,2025-04-28,K (May 2025),23.4,24.65,23.15,23.75,23.682,0.1839,58143,0,118254
1058,2025-04-29,K (May 2025),23.8,24.25,23.2,23.4,23.3847,-0.2973,62355,0,116868
1059,2025-04-30,K (May 2025),23.4,25.65,23.35,23.75,24.0109,0.6262,98007,0,112111
1060,2025-05-01,K (May 2025),23.8,24.05,23.15,23.77,23.5699,-0.441,59486,0,108565
1061,2025-05-02,K (May 2025),23.65,23.95,22.44,22.6,22.4818,-1.0881,68508,0,102898
